image_id,kind,class_name,score,iou,box
000074,false_positive,car,0.906876,0.0,"[47.5872, 77.96402, 200.695023, 204.932648]"
000076,localization,person,0.753284,0.201427,"[15.420143, 158.384369, 51.943394, 280.651184]"
000076,localization,person,0.61409,0.201199,"[45.064938, 155.62738, 105.755959, 351.616608]"
000076,localization,person,0.557811,0.151175,"[79.583488, 132.576141, 176.418701, 375.0]"
000076,missed,person,,0.0,"[361.0, 129.0, 446.0, 261.0]"
000076,missed,person,,0.0,"[471.0, 156.0, 500.0, 343.0]"
000076,missed,person,,0.0,"[456.0, 208.0, 478.0, 255.0]"
000076,missed,person,,0.0,"[438.0, 169.0, 458.0, 216.0]"
000076,missed,person,,0.0,"[246.0, 141.0, 288.0, 197.0]"
000076,missed,person,,0.0,"[76.0, 156.0, 120.0, 245.0]"
000076,missed,person,,0.0,"[23.0, 173.0, 45.0, 201.0]"
000080,missed,boat,,0.0,"[245.0, 201.0, 269.0, 282.0]"
000080,missed,boat,,0.0,"[69.0, 242.0, 111.0, 274.0]"
000084,missed,chair,,0.0,"[338.0, 155.0, 390.0, 235.0]"
000084,missed,chair,,0.0,"[290.0, 170.0, 346.0, 273.0]"
000084,missed,chair,,0.0,"[141.0, 173.0, 193.0, 276.0]"
000084,missed,chair,,0.0,"[231.0, 191.0, 291.0, 303.0]"
000086,missed,dog,,0.0,"[307.0, 130.0, 356.0, 173.0]"
000087,missed,train,,0.0,"[119.0, 165.0, 318.0, 204.0]"
000090,missed,chair,,0.0,"[192.0, 64.0, 346.0, 278.0]"
000092,false_positive,cat,0.771253,0.0,"[189.593567, 50.378983, 424.812164, 247.807556]"
000097,localization,sofa,0.892291,0.254049,"[3.60539, 185.901276, 165.829498, 367.013672]"
000097,false_positive,tvmonitor,0.513711,0.0,"[69.158073, 81.845001, 185.270035, 153.911758]"
000097,missed,sofa,,0.0,"[57.0, 173.0, 270.0, 285.0]"
000097,missed,person,,0.0,"[207.0, 138.0, 267.0, 235.0]"
000098,false_positive,car,0.727211,0.0,"[35.399754, 9.96737, 340.87384, 169.196289]"
000103,localization,car,0.814495,0.449434,"[0.0, 227.969543, 67.196915, 269.633057]"
000103,localization,car,0.671053,0.340561,"[0.0, 234.389191, 17.096252, 275.615784]"
000103,missed,car,,0.0,"[25.0, 233.0, 85.0, 265.0]"
000103,missed,car,,0.0,"[97.0, 221.0, 143.0, 252.0]"
000105,missed,person,,0.0,"[169.0, 106.0, 239.0, 206.0]"
000108,missed,dog,,0.0,"[312.0, 130.0, 500.0, 235.0]"
000111,missed,person,,0.0,"[148.0, 185.0, 171.0, 213.0]"
000111,missed,person,,0.0,"[111.0, 185.0, 135.0, 222.0]"
000111,missed,motorbike,,0.0,"[91.0, 197.0, 141.0, 227.0]"
000116,ignored,sofa,0.934999,0.776322,"[55.398666, 195.104004, 301.600586, 346.078766]"
000116,missed,chair,,0.0,"[0.0, 184.0, 45.0, 302.0]"
000116,missed,pottedplant,,0.0,"[191.0, 95.0, 277.0, 202.0]"
000124,false_positive,tvmonitor,0.733194,0.0,"[1.05223, 127.251175, 128.866745, 273.757507]"
000124,localization,pottedplant,0.629898,0.465358,"[102.266823, 2.78669, 187.505188, 160.363174]"
000124,missed,person,,0.0,"[229.0, 24.0, 320.0, 138.0]"
000124,missed,pottedplant,,0.0,"[69.0, 1.0, 227.0, 127.0]"
000126,ignored,chair,0.589621,0.646577,"[359.494293, 161.660187, 430.707733, 211.867676]"
000126,missed,diningtable,,0.0,"[77.0, 181.0, 259.0, 215.0]"
000127,missed,bird,,0.0,"[237.0, 214.0, 341.0, 318.0]"
000127,missed,bird,,0.0,"[172.0, 225.0, 231.0, 375.0]"
000128,missed,aeroplane,,0.0,"[52.0, 116.0, 458.0, 231.0]"
000137,localization,car,0.998255,0.498881,"[69.676796, 418.65274, 182.943893, 480.349182]"
000137,missed,car,,0.0,"[95.0, 429.0, 164.0, 482.0]"
000144,missed,bottle,,0.0,"[220.0, 191.0, 248.0, 276.0]"
000144,missed,bottle,,0.0,"[244.0, 155.0, 265.0, 215.0]"
000144,missed,person,,0.0,"[350.0, 2.0, 438.0, 304.0]"
000151,false_positive,person,0.724805,0.0,"[67.024261, 49.308651, 360.125, 430.751373]"
000151,false_positive,person,0.535159,0.0,"[164.733109, 27.980087, 367.07962, 341.974335]"
000151,missed,bottle,,0.0,"[152.0, 135.0, 375.0, 264.0]"
000152,localization,car,0.710428,0.423279,"[432.290283, 106.339622, 493.634949, 145.2005]"
000152,missed,car,,0.0,"[59.0, 98.0, 123.0, 152.0]"
000152,missed,car,,0.0,"[412.0, 92.0, 500.0, 156.0]"
000155,missed,bicycle,,0.0,"[121.0, 159.0, 168.0, 255.0]"
000155,missed,bicycle,,0.0,"[222.0, 287.0, 305.0, 419.0]"
000155,missed,person,,0.0,"[88.0, 6.0, 137.0, 89.0]"
000155,missed,person,,0.0,"[113.0, 119.0, 171.0, 208.0]"
000157,localization,cat,0.774123,0.370861,"[107.706673, 102.184692, 334.630524, 215.980209]"
000157,missed,cat,,0.0,"[131.0, 161.0, 378.0, 224.0]"
000157,missed,chair,,0.0,"[33.0, 34.0, 400.0, 266.0]"
000166,false_positive,horse,0.579285,0.0,"[221.221207, 179.509506, 371.910889, 309.534576]"
000166,missed,person,,0.0,"[323.0, 169.0, 354.0, 285.0]"
000166,missed,person,,0.0,"[242.0, 179.0, 292.0, 227.0]"
000166,missed,person,,0.0,"[25.0, 177.0, 47.0, 230.0]"
000176,missed,sheep,,0.0,"[286.0, 215.0, 319.0, 277.0]"
000176,missed,sheep,,0.0,"[1.0, 207.0, 83.0, 278.0]"
000178,false_positive,bottle,0.729288,0.0,"[93.13208, 83.830093, 160.896469, 242.296997]"
000178,false_positive,diningtable,0.677693,0.0,"[40.808109, 139.645813, 500.0, 341.715515]"
000178,localization,bottle,0.582486,0.476731,"[323.317719, 30.796024, 364.730164, 204.228119]"
000178,missed,bottle,,0.0,"[239.0, 84.0, 288.0, 254.0]"
000178,missed,bottle,,0.0,"[330.0, 59.0, 362.0, 166.0]"
000178,missed,bottle,,0.0,"[166.0, 64.0, 204.0, 180.0]"
000178,missed,bottle,,0.0,"[201.0, 81.0, 251.0, 244.0]"
000179,missed,boat,,0.0,"[268.0, 419.0, 366.0, 467.0]"
000179,missed,boat,,0.0,"[0.0, 418.0, 77.0, 465.0]"
000179,missed,boat,,0.0,"[220.0, 411.0, 246.0, 457.0]"
000181,localization,person,0.963938,0.366135,"[18.595928, 136.114227, 151.203247, 314.110779]"
000181,localization,person,0.858893,0.162303,"[240.472717, 153.103348, 305.152405, 230.986221]"
000181,false_positive,chair,0.54311,0.0,"[9.889209, 209.928268, 271.60144, 355.502258]"
000181,missed,person,,0.0,"[258.0, 158.0, 410.0, 287.0]"
000181,missed,person,,0.0,"[16.0, 128.0, 277.0, 375.0]"
000185,localization,chair,0.721631,0.483207,"[248.931702, 266.868225, 359.509766, 385.912109]"
000185,missed,chair,,0.0,"[279.0, 289.0, 346.0, 390.0]"
000185,missed,tvmonitor,,0.0,"[253.0, 233.0, 299.0, 289.0]"
000186,false_positive,bird,0.912983,0.0,"[80.806763, 169.993073, 296.173645, 341.771576]"
000188,missed,car,,0.0,"[405.0, 145.0, 500.0, 216.0]"
000188,missed,car,,0.0,"[0.0, 139.0, 139.0, 202.0]"
000191,missed,person,,0.0,"[306.0, 221.0, 333.0, 428.0]"
000191,missed,person,,0.0,"[203.0, 243.0, 218.0, 296.0]"
000191,missed,person,,0.0,"[166.0, 244.0, 188.0, 295.0]"
000191,missed,person,,0.0,"[139.0, 244.0, 155.0, 293.0]"
000195,false_positive,car,0.563673,0.0,"[47.223392, 58.49929, 470.915314, 356.411896]"
000196,false_positive,chair,0.848797,0.0,"[354.959045, 226.097595, 500.0, 375.0]"
000196,missed,chair,,0.0,"[0.0, 200.0, 69.0, 356.0]"
000196,missed,chair,,0.0,"[235.0, 152.0, 281.0, 224.0]"
000201,localization,person,0.557636,0.448479,"[318.333496, 40.991055, 376.344788, 139.620148]"
000201,localization,person,0.547783,0.209281,"[346.45282, 45.296486, 392.876953, 135.325134]"
000201,missed,person,,0.0,"[179.0, 71.0, 234.0, 124.0]"
000201,missed,person,,0.0,"[315.0, 28.0, 376.0, 93.0]"
000201,missed,motorbike,,0.0,"[325.0, 58.0, 391.0, 134.0]"
000202,false_positive,person,0.993101,0.0,"[198.143005, 72.331322, 461.455536, 353.774994]"
000202,false_positive,person,0.665208,0.0,"[51.436161, 29.157024, 389.97287, 361.129486]"
000205,localization,person,0.986193,0.466862,"[79.979095, 152.387863, 240.615875, 403.419464]"
000205,missed,sofa,,0.0,"[0.0, 198.0, 374.0, 457.0]"
000212,false_positive,diningtable,0.997678,0.0,"[117.108215, 176.922745, 433.102478, 331.509033]"
000212,localization,person,0.635986,0.17702,"[296.599884, 101.154594, 358.754272, 205.05835]"
000212,localization,person,0.552471,0.111286,"[340.322327, 103.315575, 405.286041, 211.2388]"
000212,missed,person,,0.0,"[242.0, 102.0, 288.0, 170.0]"
000212,missed,person,,0.0,"[264.0, 139.0, 302.0, 193.0]"
000212,missed,person,,0.0,"[467.0, 122.0, 499.0, 221.0]"
000212,missed,person,,0.0,"[430.0, 113.0, 463.0, 184.0]"
000212,missed,person,,0.0,"[320.0, 59.0, 369.0, 142.0]"
000212,missed,person,,0.0,"[350.0, 67.0, 384.0, 113.0]"
000217,missed,chair,,0.0,"[120.0, 209.0, 200.0, 320.0]"
000217,missed,chair,,0.0,"[295.0, 223.0, 383.0, 333.0]"
000217,missed,chair,,0.0,"[291.0, 168.0, 337.0, 217.0]"
000217,missed,chair,,0.0,"[250.0, 166.0, 298.0, 205.0]"
000226,localization,chair,0.757138,0.409909,"[9.234146, 212.556808, 99.651291, 361.95816]"
000226,localization,person,0.641465,0.409519,"[347.65683, 183.926346, 407.705902, 296.304962]"
000226,localization,person,0.513055,0.241222,"[329.68103, 174.866928, 412.163116, 351.303711]"
000226,missed,chair,,0.0,"[311.0, 249.0, 432.0, 375.0]"
000226,missed,chair,,0.0,"[50.0, 229.0, 113.0, 375.0]"
000226,missed,person,,0.0,"[232.0, 160.0, 296.0, 221.0]"
000226,missed,person,,0.0,"[351.0, 167.0, 404.0, 243.0]"
000227,localization,cat,0.998652,0.465552,"[209.927841, 119.59314, 356.944977, 328.390198]"
000227,missed,cat,,0.0,"[219.0, 122.0, 473.0, 354.0]"
000231,missed,person,,0.0,"[336.0, 123.0, 366.0, 227.0]"
000234,localization,pottedplant,0.809235,0.335478,"[108.242836, 59.212021, 187.528748, 261.913727]"
000234,localization,pottedplant,0.555475,0.353175,"[22.814453, 185.460587, 145.61409, 302.43222]"
000234,localization,pottedplant,0.547226,0.27702,"[138.080688, 62.438053, 205.000595, 269.735779]"
000234,missed,pottedplant,,0.0,"[60.0, 230.0, 135.0, 316.0]"
000234,missed,pottedplant,,0.0,"[10.0, 149.0, 75.0, 201.0]"
000234,missed,pottedplant,,0.0,"[11.0, 50.0, 220.0, 228.0]"
000238,false_positive,person,0.629884,0.0,"[441.915192, 260.031555, 468.715515, 367.197083]"
000239,localization,person,0.740693,0.405746,"[0.845743, 142.675598, 29.805166, 283.44165]"
000239,localization,person,0.585334,0.298851,"[8.609691, 143.504196, 42.824837, 270.576569]"
000239,missed,person,,0.0,"[0.0, 137.0, 33.0, 206.0]"
000240,missed,boat,,0.0,"[409.0, 132.0, 489.0, 172.0]"
000240,missed,car,,0.0,"[373.0, 153.0, 416.0, 181.0]"
000240,missed,person,,0.0,"[347.0, 152.0, 374.0, 189.0]"
000240,missed,person,,0.0,"[158.0, 152.0, 175.0, 193.0]"
000240,missed,car,,0.0,"[175.0, 151.0, 206.0, 174.0]"
000247,missed,person,,0.0,"[113.0, 50.0, 273.0, 374.0]"
000248,false_positive,car,0.961727,0.0,"[221.824631, 175.343948, 413.781555, 288.879486]"
000248,localization,person,0.772253,0.474985,"[152.637756, 113.564384, 296.848572, 278.345001]"
000248,missed,person,,0.0,"[188.0, 156.0, 308.0, 265.0]"
000252,false_positive,car,0.579786,0.0,"[149.119217, 112.062752, 297.219788, 248.383087]"
000252,missed,person,,0.0,"[238.0, 111.0, 266.0, 135.0]"
000253,false_positive,person,0.523487,0.0,"[461.611542, 175.100204, 489.837555, 304.825348]"
000254,missed,car,,0.0,"[158.0, 246.0, 231.0, 314.0]"
000260,missed,aeroplane,,0.0,"[393.0, 162.0, 500.0, 212.0]"
000261,false_positive,car,0.615126,0.0,"[351.9104, 55.902672, 434.038574, 113.784882]"
000261,missed,bicycle,,0.0,"[57.0, 78.0, 408.0, 295.0]"
000264,false_positive,person,0.687351,0.0,"[143.165009, 50.472702, 296.853577, 300.458832]"
000265,false_positive,motorbike,0.607361,0.0,"[87.874794, 178.635742, 329.272461, 329.538696]"
000265,missed,person,,0.0,"[130.0, 232.0, 231.0, 333.0]"
000265,missed,person,,0.0,"[2.0, 73.0, 65.0, 259.0]"
000271,missed,person,,0.0,"[337.0, 188.0, 357.0, 232.0]"
000271,missed,person,,0.0,"[42.0, 168.0, 62.0, 231.0]"
000277,false_positive,person,0.974165,0.0,"[258.946106, 78.285133, 459.641205, 222.99704]"
000279,missed,person,,0.0,"[297.0, 189.0, 373.0, 359.0]"
000280,false_positive,chair,0.902965,0.0,"[12.163113, 158.076019, 113.443703, 314.705902]"
000280,missed,bottle,,0.0,"[453.0, 152.0, 477.0, 213.0]"
000280,missed,bottle,,0.0,"[479.0, 106.0, 500.0, 173.0]"
000280,missed,bottle,,0.0,"[437.0, 126.0, 458.0, 164.0]"
000284,false_positive,car,0.825483,0.0,"[407.874146, 57.401955, 500.0, 135.104568]"
000287,false_positive,chair,0.632543,0.0,"[274.38501, 66.556923, 497.780396, 357.420502]"
000287,missed,person,,0.0,"[420.0, 64.0, 500.0, 129.0]"
000291,missed,person,,0.0,"[290.0, 101.0, 326.0, 136.0]"
000291,missed,person,,0.0,"[266.0, 113.0, 303.0, 135.0]"
000293,localization,person,0.590813,0.439433,"[154.783691, 32.204765, 208.667587, 129.762253]"
000293,missed,person,,0.0,"[170.0, 39.0, 200.0, 116.0]"
000293,missed,person,,0.0,"[478.0, 48.0, 500.0, 76.0]"
000293,missed,car,,0.0,"[67.0, 61.0, 122.0, 99.0]"
000295,false_positive,pottedplant,0.893705,0.0,"[37.448364, 7.426251, 291.114105, 310.856232]"
000295,missed,boat,,0.0,"[361.0, 194.0, 404.0, 246.0]"
000297,false_positive,horse,0.808856,0.0,"[89.505455, 109.084061, 250.055084, 394.231537]"
000297,missed,cow,,0.0,"[102.0, 119.0, 249.0, 395.0]"
000297,missed,person,,0.0,"[225.0, 177.0, 319.0, 365.0]"
000299,false_positive,chair,0.871548,0.0,"[200.186676, 228.867126, 340.677887, 366.295837]"
000299,false_positive,chair,0.849035,0.0,"[326.797028, 192.46611, 427.975983, 315.2565]"
000299,false_positive,chair,0.666763,0.0,"[172.395157, 183.217758, 321.770813, 345.407715]"
000299,missed,person,,0.0,"[61.0, 44.0, 83.0, 69.0]"
000299,missed,person,,0.0,"[85.0, 44.0, 112.0, 69.0]"
000301,missed,car,,0.0,"[14.0, 317.0, 106.0, 365.0]"
000309,false_positive,aeroplane,0.530245,0.0,"[102.363129, 161.341629, 313.345215, 304.101807]"
000310,missed,person,,0.0,"[53.0, 162.0, 90.0, 240.0]"
000310,missed,person,,0.0,"[117.0, 145.0, 135.0, 162.0]"
000313,localization,car,0.973192,0.478541,"[6.973128, 189.383896, 139.223999, 237.039597]"
000313,false_positive,car,0.671693,0.0,"[206.439468, 199.941177, 240.462158, 229.721237]"
000313,false_positive,car,0.561644,0.0,"[448.585052, 208.871552, 492.435577, 237.477951]"
000313,localization,car,0.526593,0.106372,"[127.985107, 195.298584, 169.494492, 229.016693]"
000313,false_positive,car,0.515891,0.0,"[390.970886, 205.723785, 426.432404, 235.200256]"
000313,false_positive,car,0.513226,0.0,"[146.486496, 195.598495, 204.585327, 232.649963]"
000313,missed,car,,0.0,"[6.0, 192.0, 81.0, 233.0]"
000313,missed,car,,0.0,"[73.0, 193.0, 140.0, 235.0]"
000314,missed,chair,,0.0,"[287.0, 131.0, 315.0, 202.0]"
000314,missed,chair,,0.0,"[193.0, 134.0, 245.0, 206.0]"
000314,missed,diningtable,,0.0,"[195.0, 133.0, 308.0, 210.0]"
000319,false_positive,cow,0.897449,0.0,"[314.683167, 177.423508, 375.506836, 242.727692]"
000319,missed,horse,,0.0,"[315.0, 182.0, 374.0, 250.0]"
000326,false_positive,person,0.836064,0.0,"[49.343254, 99.791435, 332.756287, 375.0]"
000326,missed,bird,,0.0,"[188.0, 97.0, 295.0, 236.0]"
000327,missed,bottle,,0.0,"[304.0, 26.0, 333.0, 127.0]"
000327,missed,diningtable,,0.0,"[0.0, 88.0, 500.0, 375.0]"
000333,localization,train,0.98954,0.438518,"[164.983398, 71.852814, 397.615906, 270.309448]"
000333,missed,train,,0.0,"[0.0, 38.0, 367.0, 270.0]"
000335,missed,bottle,,0.0,"[3.0, 79.0, 361.0, 374.0]"
000339,missed,chair,,0.0,"[0.0, 5.0, 235.0, 230.0]"
000341,missed,person,,0.0,"[411.0, 153.0, 430.0, 190.0]"
000342,false_positive,tvmonitor,0.623282,0.0,"[221.882568, 95.443123, 417.195923, 341.273407]"
000346,missed,person,,0.0,"[88.0, 201.0, 129.0, 247.0]"
000346,missed,person,,0.0,"[71.0, 208.0, 111.0, 259.0]"
000348,localization,person,0.997464,0.463704,"[229.358597, 106.739403, 318.395264, 314.75061]"
000348,missed,person,,0.0,"[212.0, 101.0, 281.0, 324.0]"
000348,missed,person,,0.0,"[265.0, 110.0, 322.0, 265.0]"
000348,missed,person,,0.0,"[306.0, 127.0, 334.0, 181.0]"
000350,missed,boat,,0.0,"[166.0, 144.0, 247.0, 189.0]"
000360,false_positive,sheep,0.651531,0.0,"[105.474388, 23.436714, 500.0, 375.0]"
000361,missed,car,,0.0,"[466.0, 116.0, 500.0, 146.0]"
000365,false_positive,bird,0.95284,0.0,"[121.331871, 127.909966, 357.862671, 449.944031]"
000365,missed,cat,,0.0,"[111.0, 135.0, 344.0, 378.0]"
000369,ignored,diningtable,0.954798,0.642312,"[54.848095, 236.327087, 429.04248, 375.0]"
000369,false_positive,person,0.720653,0.0,"[207.741791, 87.749443, 466.672974, 292.96463]"
000369,missed,bottle,,0.0,"[180.0, 258.0, 216.0, 375.0]"
000375,localization,boat,0.8999,0.378972,"[64.007416, 174.77034, 465.063019, 331.233032]"
000375,false_positive,person,0.5604,0.0,"[270.655609, 191.234238, 322.467865, 266.606384]"
000375,missed,boat,,0.0,"[2.0, 0.0, 489.0, 340.0]"
000377,localization,person,0.985808,0.455997,"[357.985657, 78.048653, 488.104797, 373.779846]"
000377,false_positive,person,0.660853,0.0,"[282.217743, 112.494003, 331.022125, 252.831604]"
000377,localization,person,0.653249,0.28948,"[283.159088, 100.619545, 378.54953, 264.963074]"
000377,false_positive,person,0.623851,0.0,"[77.907005, 83.196815, 126.955185, 218.081131]"
000377,localization,person,0.58487,0.14325,"[108.337509, 113.15094, 206.981033, 228.143066]"
000377,missed,person,,0.0,"[180.0, 89.0, 270.0, 221.0]"
000377,missed,person,,0.0,"[385.0, 76.0, 493.0, 253.0]"
000377,missed,chair,,0.0,"[377.0, 264.0, 500.0, 375.0]"
000384,false_positive,chair,0.983388,0.0,"[41.376732, 115.137123, 179.25737, 272.716705]"
000385,false_positive,sofa,0.742332,0.0,"[380.671051, 151.239899, 500.0, 368.950226]"
000385,false_positive,tvmonitor,0.5893,0.0,"[91.814194, 44.845798, 184.277924, 156.134033]"
000386,missed,cow,,0.0,"[136.0, 165.0, 204.0, 236.0]"
000389,missed,pottedplant,,0.0,"[6.0, 255.0, 194.0, 434.0]"
000397,missed,tvmonitor,,0.0,"[141.0, 205.0, 213.0, 261.0]"
000397,missed,chair,,0.0,"[270.0, 191.0, 313.0, 273.0]"
000397,missed,pottedplant,,0.0,"[31.0, 185.0, 64.0, 249.0]"
000397,missed,pottedplant,,0.0,"[0.0, 152.0, 37.0, 249.0]"
000398,missed,train,,0.0,"[77.0, 0.0, 396.0, 417.0]"
000409,localization,person,0.992769,0.485776,"[10.742596, 35.078514, 332.0, 491.794586]"
000409,false_positive,cat,0.931375,0.0,"[0.0, 154.404037, 330.558868, 476.383392]"
000409,missed,person,,0.0,"[43.0, 18.0, 332.0, 290.0]"
000410,false_positive,cow,0.929198,0.0,"[135.259827, 228.9216, 269.847778, 311.584167]"
000410,localization,person,0.575301,0.271074,"[252.184464, 236.919022, 287.697815, 330.082703]"
000410,missed,horse,,0.0,"[130.0, 227.0, 251.0, 315.0]"
000410,missed,person,,0.0,"[270.0, 223.0, 306.0, 318.0]"
000412,false_positive,cow,0.848327,0.0,"[59.946819, 94.319092, 372.38504, 317.923981]"
000412,missed,horse,,0.0,"[65.0, 126.0, 366.0, 333.0]"
000412,missed,horse,,0.0,"[56.0, 99.0, 395.0, 316.0]"
000413,localization,person,0.985978,0.184555,"[184.138702, 13.190603, 415.067596, 368.896851]"
000413,missed,person,,0.0,"[0.0, 208.0, 73.0, 375.0]"
000413,missed,horse,,0.0,"[158.0, 5.0, 443.0, 364.0]"
000414,missed,bottle,,0.0,"[262.0, 99.0, 300.0, 215.0]"
000422,false_positive,person,0.695634,0.0,"[105.163002, 0.0, 487.441162, 409.589294]"
000422,false_positive,person,0.565176,0.0,"[277.927094, 0.0, 353.550232, 109.599983]"
000423,false_positive,person,0.520931,0.0,"[454.245117, 60.944645, 500.0, 219.100494]"
000429,false_positive,chair,0.51068,0.0,"[402.732788, 228.881332, 483.239655, 354.476868]"
000429,missed,pottedplant,,0.0,"[32.0, 254.0, 85.0, 296.0]"
000429,missed,person,,0.0,"[1.0, 248.0, 61.0, 375.0]"
000432,false_positive,sheep,0.631427,0.0,"[324.553375, 201.737061, 370.477692, 239.849442]"
000432,false_positive,sheep,0.507944,0.0,"[219.439453, 199.999283, 243.930237, 232.112411]"
000432,missed,cow,,0.0,"[219.0, 201.0, 275.0, 239.0]"
000432,missed,cow,,0.0,"[315.0, 202.0, 376.0, 239.0]"
000437,missed,person,,0.0,"[96.0, 141.0, 139.0, 219.0]"
000445,localization,person,0.600379,0.477129,"[195.23439, 50.652866, 236.966827, 135.440308]"
000445,missed,person,,0.0,"[124.0, 42.0, 188.0, 101.0]"
000445,missed,person,,0.0,"[191.0, 47.0, 263.0, 150.0]"
000445,missed,person,,0.0,"[333.0, 69.0, 414.0, 157.0]"
000447,localization,person,0.924545,0.273039,"[196.794876, 42.392914, 319.904236, 177.054672]"
000447,localization,person,0.791662,0.341072,"[175.699692, 39.101089, 266.294891, 173.546982]"
000447,missed,person,,0.0,"[34.0, 41.0, 279.0, 184.0]"
000449,localization,boat,0.832061,0.410217,"[5.497749, 165.407089, 472.051392, 301.863556]"
000449,missed,boat,,0.0,"[0.0, 0.0, 500.0, 298.0]"
000452,false_positive,chair,0.79044,0.0,"[62.360657, 109.052162, 288.255096, 314.013519]"
000453,missed,person,,0.0,"[266.0, 138.0, 305.0, 181.0]"
000456,missed,person,,0.0,"[120.0, 116.0, 174.0, 160.0]"
000458,false_positive,person,0.819502,0.0,"[119.409943, 11.730856, 213.537109, 205.812073]"
000458,false_positive,person,0.594914,0.0,"[148.040253, 4.503634, 201.59169, 168.139313]"
000458,missed,sheep,,0.0,"[106.0, 124.0, 384.0, 325.0]"
000467,missed,motorbike,,0.0,"[86.0, 140.0, 168.0, 265.0]"
